Text,True Label,Predicted Label
cash personal check pay rent client holder cash rent payment place client chase busine wait hour soke branch manger phone inform year refund dure payment ask fro acount payment dre payment   smal acount smal claim court contact client ask return rent payment dure tell return payment reply lok check cash hang phone guest bank read check,4,2
review credit report credit card report open credit card   open credit card   ad company report verify   credit card,1,0
leter result complaint file agency case number folow chase case number onset chase start state   payment receive cognizant fact inform utilize credit grant month folowe complaint agency leter send credit wil reflect   fact   indicate past owe chase indicate close acount true statement chase close personal busine acount balance chase report inacurate figure report inacurate figure credit bureaus lok leter send chase indicate credit courtesy credit mean abide promise rate chase state enter balance liquidation program inacurate negotiation honor program report inacurate charge honor promise charge acount complaint agency acount chase contet chase state open acount late payment notice cheat report acount charge provide promise rate lot complaint agency action tok horific efect remove credit card line credit balance inform wil risky chase acount build couple decade request credit bureaus remove negative information chase   tok day report chase remove information direct contravention federal credit reporting act agency lok court action credit card holder fact restitution pay clas action memebr chase year regard busine practice credit card holder,1,0
trade vehicle tell payment old vehicle loan pay new vehicle purchase transfer tok late pay report try resolve isue fault tell payment handle,0,3
  try pair bank,2,0
chase try send money banker mistake banker tell suce close acount ask banker ok tell ok ask send check choice problem refuse send check live e romate send check bank convert banker tell fake day banker cal chase refuse pay money stop payment believe chase believe alow chase money bank fraud ready sue bank,4,2
date pertinent information purchase airline ticket chase credit card end wife fly fl pay credit card chase check acount end cancel credit card acount cancel trip covid contact tell refund isue day card use purchase ticket contact chase tell customer service operator card stil system refund merchant acepte contact determine acount like money transfer chase check acount saving acount notify email ful refund deposit chase credit card speak transfer number code use track transaction   hear contact chase speak acount supervisor card send internal email merchant credit purge acount hear email telephone withe busine day speak transfer number code use track transaction number caled chase speak customer service transfer customer service manager find information phone cal send internal email ofice find acount ofice contact son person seme uninterested help speak guy speak verify return isue original transfer refund mail receive leter chase state find acount money return cite reference number   sem find money chase sem find money note entire transaction maintain contact chase apear kepe functional note phone cal loke specific sugestion significant wife trip son like money,1,4
refuse provide monthly bile statement year request document time deny request chase send copy contract de mortgage paper dispute way acount bile acounte handle request copy loan modification aplication payment statement request copy check chase payment refund isue concern acount acount servicing record acurate chase kep avoid request acorde federal respa law regulation governance want copy document send busine day notice contact phone send request document delay question nede,0,3
receive check reference prepay card outstanding unpaid balance state unemployment isue chase prove shady croked deal state tn seizure witholding entitle premise entitle unemployment check receive unemployed record receive check wek unemployed entitle seize se chase wrap coruption eample purpose cfpb create combat corupt banking consumer leave helples defend equity owe outstanding ish compound interest rate personal loan size,1,3
tok money acount tell   purchase gift card folowing receive phone cal state forgery posible bad signatur check draw tell check return acount day bad atitude local bank cale chase forger response local bank contact police case,0,2
fund car insurance payment knowledge cause lender report credit bureau late payment result drop credit score point chase claim mail leter state provide information freze acount send mail wrong adre claim leter state bank cal time ofice ocasion complain acount tell fund check deposit payment fund date deadline   eplanation leter date state ne information time start opening acount lose record penalize depositor carelesne demand bank send leter   state fault failure fund check request   order corect credit bureau report,2,0
chase locate credit card payment tel cash credit card change mind tell teler pay teler file payment slip change initial change sign slip receipt   realize wrong acount pay bil leave balance hrs try figure eror realize payment post acount cale card service credit acount open case tell fa receipt chase faed copy receipt credit son log acount acount high loke find scrole way   transaction credit cale chase tell send leter reference credit receive helpful tell branch discus manager branch speak tell aware situation understand leave bank tele tell   police dept file report report tell detective contact wait single mom aford repay advise contact cfpb pray mater rectify son posible ne credit report contact ofice comptroler curency legal service cfpb,1,2
year family emergency require etended period absence schedule chase visa payment automaticaly debit bank acount payment deduct check acount remit chase bank procesor contact bank automatic payment procesor confirm payment eror cause end inquire chase customer service advise payment report credit bureaus discover report loyal customer chase year mise payment atempt payment time punish chase fault financial institution,1,2
   enter bank locate deposit money order total sum net day tell restriction acount prove money order legitimate bring receipt ship overseas able provide receipt placement stil tell provide th receipt order lift restriction provide finance year claim wil send state,4,2
chase send lot mean lot false info lot company problem report chase problem report chase visa signature benefit delay crime comite outrageous visa signature benefit transportation ne ability think abusive chase crime,0,1
chase customer chase liquid prepaid card use travel order kep card use sure money card cover monthly emergency try withdraw receipt tele cal number find card freeze past year knowledge surprised pay maintenance owe money past wek cale try fi problem suce transfer cal investigation unit sem know tell woman overse case cale try speak busy leave phone number cal frustrating disrespectful bank branch speak employe try help suce know sem ace acount try time send complaint,1,2
chase quickpay payment non chase acount enter information sucesful transfer past transfer unsucesful chase acount reach acount cale transaction fail bank return money chase acount cale chase tell delivery sucesful deposit recipient true   acount activity record transaction know believe documentation writing charge fail payment bad idea money party blame provide solution,4,2
   receive email notification chase bank check acount indicate multiple online wire transfer acount wire transfer speak wife joint holder acount confirmation transfer cale chase customer service notify fraud activity ask stop cancel transaction customer service agent confirm freeze acount transaction cancel money wil return acount folow internal procedure chase ask open claim proce phone time cale investigation proce chase deny claim talk chase representative phone time provide record alert cal log customer service evidence indicate hacker change contact number acount profile acese acount change denial decision supervisor rude phone tell chase try eternal agency question total transaction hacker hack online acount chase cancel transaction cancel chase unable answer apropriate action stop transaction note inform fraud activity minute chase stop transaction base reporting fraudulent activity come deny claim transaction report fraud transaction transaction destination bank acount chase convince fraud logic believe investigation team mise event draw wrong conclusion mishandle fraud report cancel transaction chase try cover chase lose large fund responsibility customer lose way chase handle customer case total carelesne lack acountability epect large bank chase like request proper review fair resolution case money,2,4
car payment chase auto finance car loan loan pay payment aware aditional fes loan pay dolar outstanding pay son aware payment loan pay chase auto change late payment remove help score sufer point,0,3
hard inquire company consent knowledge result credit score drop,1,0
gain ace debit card information series withdrawal acount total return discover isue report fraud chase file claim temporary credit wek notice reverse credit acount notification eplanation cal chase inform claim deny claim log website date fraud date report way know actualy log provide prof claim login fact steal information eact time order withdrawal log log pay credit card hok lose money refuse aditional information provide credit replace steal fund unproven lophole plan cancel acount busine chase future login policy design deny valid claim fraud save company   buck come pocket,1,2
release fund fake check acount cale ask hold check scamer supose pay instalation decal sticker marketing campaign tell problem fund release notice iregularitie cale bank stop transfer transaction pende sory stop reverse fund net day reverse fund fake check acount victim scamer s unfair m divorce mother child try etra money household bank responsible release fund fraudulent check,4,2
  hack chase check acount use   send new unknown recipient adre   hack chase check acount use   send recipient email adre   hack chase saving acount transfer check acount adre day hack acount use   send recipient email adre receive notification   fraud transaction advise transaction new recipient red flag fraud team aprove transaction send notification learn problem receive   fund notification chase reach chase open fraud claim learn claim deny chase transaction legitimate local adre able escalate claim chase chase reopen claim chase reach let know come decision transaction legitimate aditional research come decision repeat research fraud team tell provide evidence prove inocent order case reopen compile record order try find evidence prove inocence cale chase ask question regard transaction acount order obtain detail lead evidence help case phone fraud team tell case close way open try money fraud charge lead multiple fraud transaction people bank protect customer,2,4
write folow complaint complaint file bank company send response leter adre fraudulent use obtain acount place year open alowe thief open credit card checking saving acount identity thief open acount advise chase provide chase law enforcement identity theft chase consider document joke investigate isue receive leter chase response course fraudulent adre pul leter cfpb state credit card close fraud thief fact aplie obtain product checking saving acount aplie chase product obtain physical card documentation relate credit card check acount acount block remove credit report chase send leter month actual corect adre advise card charge fraud purpose complaint chase actualy conduct investigation leter send consumer bank chase banking relationship relationship bank schedule hire month pase background check isue security scan hire find state checking acount close bank hire advise fraud care investigate actualy investigate driver license adre isue date signature match file file fraud corecte fraud credit report aplie credit card pule credit analyst recomende aproval analyst deny reason unsatisfactory relationship bank aplication credit unsatisfactory relationship stem credit card fraud open thief past leter confirm acount fraud acount consumer credit report wil hapy provide chase work resolve fraud continue state check acount authorize fact work resolve identity theft year fraud alert review documentation request wil hapy comply investigation provide documentation crime,1,0
receive promotion chase new saphire check acount state receive ultimate reward bonus point transfer total   aplie coupon code open acount balance chase youinv investment acount month open acount receive reward point try contact chase multiple time claim coupon code frustrated coupon code receive aplie folow concern way chase treat customer,2,1
long time bank chase tel money pay credit card acount checking aply money leave vacation year hapened year delinquent acount report cause deny upseting know,1,2
  tok money order cash advance chase total include aditional charge money order tok cash advance credit card chase checking saving acount pay credit card month ful entire time use credit card epect pay end month end month stil charge interest money order cale ask hapene acorde customer service representation pay credit card month time chase bil interest acrue ful month net month statement interest continue acrue end charge net decade increase unle request interest payment pay date cal predatory behavior isue ful payment interest remain imagine consumer deceive vulnerable ridiculous practice,4,1
thre charge busine debit card cale dispute rep time seme unaware procedure understand procede answer question ask concern dispute evidence tell receive leter mail ne sign send receive mail tell holiday   cale status dispute tell dispute record perple ask tell submit dispute procede answer question provide prof time seme knowledgeable clear cosice tell note acount previous dispute file net morning   receive decision leter email state investigation fund remain acount perpleed cale day find hapene time tell dispute deny recover fund merchant date submit claim eplain cale dispute procese rep statement tell resubmit tell help unable recover fund merchant bank merchant refund bank drop bal decide help submit complaint remedy actualy hapene,1,2
chase debit card open send card activate request hear news people area card determined scam speak chase deactivate act ne fil form mail file police report,1,2
family scam home try purchase payment payment new home payment second payment   notify bank restore money new card send money charge cause broke late payment police investigation open case,4,1
bank acount compromise fraud chase close acount credit card fault close acount,2,1
acount upgrade basic acount premium acount month asociated acount use pay chase credit card chase auto loan basicaly atached document deposit couple check automate credit card payment auto loan payment acount change ocure reason bank mistake change acount wrong type ful information structure acount acount chase change acount type permision atempte recover fes charge acount believe chase likely client acount client good financial interest,2,1
  contact advantage promotional ofer regard interest balance transfer ask cancel pende balance transfer bank initiate inform problem tell transfer cancel procede information corect transfer notify balance transfer procese se transfer reflect apropriate acount loke   acount check status loke find cancel transfer send chase eror begin try corecte hour phone cal representative tell transaction balance transfer chase bank cancel transaction aplied acount refund return money sender time time conversation money send receive bank position ad tell transfer aplied acount eception refund tell bank money send eror want payment aplied acount contact chase bank phone tell bank system eror transfer want transaction return aplied acount understand complicated ful credit colect money interest risk bankruptcy,1,4
  notification transaction transaction bank hold acountable deal flat tire time help wel bank help transaction unknown person meet hear think unfair hold acount,4,2
close personal busine credit card reason close acount bank folowe rapid increase revolve balance request credit review credit cale bank eplain reason busine grow buying power time pay balance ful time buy auto ful pay credit card busine check acount day credit card reason bank tell request credit card month shock tell tell contact credit bureaus cale credit bureau send credit report loke report inquiry credit card dispute delete inquiry credit report cale chase bank reinstate card supervisor ask buy wholesale sel merchandise provide detail information buying seling tell review aplication wil hour minute cale decline aplication reason folowe acount related acount close bank request rapid increase revolving balance eplain rapid increase time agre open acount busine afecte want bank start,1,0
victim fraud purchase ticket pay chase check acount hour transaction discover transaction fraudulent atempte stop money transfering son learn consumer protection cale bank hour customer service validate transaction stil pende cale night woman speak   way stop transaction,4,2
  open computer find charge charge chase card service cale chase report fraud day charge card report particular acount cancel deduct personal saving act form work bank reimburse today gift card charge acount cancel receive new card cancel hapene active credit card acount,0,1
cfpb complainant subject complaint concern like isue complaint background information government employe isue year travel credit card acount ending use oficial government travel epense recal specific date agency decide close acount bank use visa personal chase visa credit card acount ending   use personal epense receive    bile statement chase mariot bil pay local bank setup pay pay chase mariot balance select wrong paye close bank acount ending corect paye personal chase mariot acount end payment delete closed acount bil pay acount receive email alert chase visa credit card payment date payment date research learn day electronic bil pay send paper check wrong paye acount personal bank acount check image deposit check closed bank acount ending isue ach personal bank acount personal chase visa credit card acount ending pay curent incur late fes charge point start phone cal bank customer service personal visa acount customer service cal bank ask money send wrong paye close acount tell check post close acount post acount cal personal chase visa customer service notify mistake decide write close acount ending remit adre check send remit information old statement mail leter remit adre state hapene provide copy deposit check image respond writing reach bank provide phone number contact asociated old closed acount number cale prerecord mesage cal receive response leter answer phone cale comercial card solution customer service number old statement speak tell ace acount closed ace system tell cal government agency finance ofice litle sense cash bil pay check deposit chase acount deposit information check tell evidence check image tell tell help close government acount contract imagine frustrated want ownership problem provide resolution path significant money cale chase customer service personal visa acount conecte chase payment team payment research team instruct fa leter state payment wrong chase acount like closed bank acount ending personal chase visa credit card acount ending   ask include check image evidence send leter permision chase contact home resolution tell gentleman wil research corecte day wait day personal chase visa acount credit acount think resolution proce procede temporary credit isue research   loke personal chase visa acount debit post acount square credit debit transaction date   contact chase customer service personal visa acount conecte chase payment team payment research team instruct fa leter state payment wrong like closed bank acount ending personal chase visa credit card acount ending send fa send check image evidence send leter permision chase contact home resolution tell payment supervisor wil research resolution provide day busine day corespondence mail chase service receive state credit isue chase acount end receive post card chase day adjustment acount debit credit eror adjustment date reflect   chase visa statement hope leter refund check eplanation resolution point ne pay plus pay   statement original check deposit credit acount return bank acount frustrated contact chase customer service personal visa acount progre research efort significant money transfered payment supervisor try help find closed acount hour ask hold line transfered card holder service tell information research deposit try resolution ask question closed government card try determine government agency acount provide phone number reach ask email acount information subject line email state digit old acount email acount check image provide timeframe resolution send email email way contact frustrate response day large sum money pocket email cardholder service try status resolution problem write complaint morning contact define resolution proce stil ace dolar deposit close acount redact pi memo check image deposit check evidence statement acount information reference leter atach check image pi thank time consideration perple isue,1,2
year open credit card chase use card end steal cale chase alert pay balance close card think indication isue leter phone cal notice isue receive cal colection company outstanding debt chase contact credit card pay balance close card year write ask information debt concern circumstance person steal card use card cancel colection agency tell information contact information chase numerous phone cal leter stop receive cal leter colection agency figure isue resolve intervene time refinance home buy new report credit pay high rate idea false negative reporting impact credit receive leter chase year indicate resolve isue corect acorde leter send year year efort resolve isue thief use card chase charge anual card think cancel base negative credit reporting charge know cancel asese receive notification balance year impact interest rate mortgage car insurance thing price base credit hire atorney send demand leter receive leter indicate resolve isue mistake apreciate tok year stil send leter indicate owe money fact send leter indicate understand false negative reporting damage credit point credit score low credit score chase dificult work past ask atorney help resolve isue litigation send demand leter month respond send second leter cale end wek lawyer know litigation use etreme circumstance people resolve isue epensive end fel win damage high interest rate high car insurance rate chase corect problem compensate damage interest rate goten false negative credit reporting efort file complaint court respond,1,3
mon ey ask ifthey getit therecipient couldhandle andthat money nevergot beneficiary bank confident bank asure methat couldwire moneyto moneyi nothave mymoney,4,2
request atached acount remove user credit trade line reference    aplicable husband pase colection acount estate obligation debt colection mater aply responsible party acount mater aplie fair credit reporting act colection mater aplie fair debt colection practice act item delete personal credit report reply consumer right deletion legal guideline ad signer acount deletion conection responsible party desire acount remove thank,1,0
use busine card provide service charge bank sale card information cal busine hour work crime time family,2,1
decease procesing dept refuse remove improper hold subject acount deceased owner surviving spouse acount close hold remove chase action return final benefit payment receive chase credit final payment acount action chase alow reisue final payment surviving spouse restore proper balance acount close late mail deceased procesing tet include upload atachment state chase obligation return payment receive date death chase refuse numerous cal chase customer service mail deceased procesing customer service decease procese responsibility resolve deceased procesing win phone cal return phone cal state policy,2,1
file complaint atache think response resolve problem esence credit card payment chase credit card receive vendor transaction fund acount chase asist work vendor basis complaint chase response complaint provide transaction information share vendor vendor use information reply statement spanish submit chase bank chase act leter ask complaint reinstate new complaint raise base initial complaint atache relevant document,4,1
complain credit card acount try buy house late payment credit report contact time time refuse work single delinquency afecte ability qualify favorable mortgage term hospitalize respiratory failure day intubate sedate place induce coma clean outside body   chance rest heal read people survive treatment lucky late   long term acute care end couple wek spend work regain ability release credit card acount point    place life suport day stil   son awake responsive work family care financial obligation acount pay curent     remain acount report credit bureaus day delinquent mortgage company notify derogatory report contact request remove delinquency speak customer service agent unable help company require law acurate report credit bureau implication remove know isn true net speak credit bureau specialist sympathetic able remove report incorect customer service agent reach answer know bank require federal law report acount credit agent customer service number tell ask credit unit want ask supervisor able help remove credit bureau report health reason ask supervisor ombudsman speak comunicate supervisor complain reason complaint receive bil reason coma frustrate work anoye chase employe speak try mislead insinuate federal law prohibit help help cfpb turn cost thousand dolar necesary provide documentation suporte claim,1,0
car acident cale chase inform information insurance company hold payment total deme total cover portion note gap insurance cover couple dolar leave balance pay pocket payment count payment continue report credit charge acount option smal payment result dinge credit report unable auto loan,3,0
chase instruction involve purchase specialize strength magazine item arive boklet format digital digital version available physical copy arive report chase deny claim claim number,2,1
company report acount day pay bil online balance payment report day unfair abusive practice decrease credit score point upset company deceptive practice ne fi harmful reporting cause aniety receive alert phone,3,0
outstanding debt arp chase visa credit card   lose life partner year adult daughter daughter leave care grandaughter daughter health isue result financial debt sole responsibility alow deceased daughter live stret destitute work tok pay epense death   wile pay debt fel treat chase harase colection phone cal chase discriminate age fi income receive public asistance wile pay debt work establish reasonable payment plan curent income know imediate family help understand liability chase cal confusing misleading chase try agre fulfil monthly payment fel chase treat harase colection cal opt phone cal harasing cal chase feel presure find financial solution result scam debt consolidation company leave destitute report chase victim credit consolidation scam company cale net debt lead believe debt consolidator debt negotiator promise pay creditor   year money leave continue haras relentle phone cal time day include saturday sunday opt phone cal treat chase maner cause stre aniety aware fact curent income aford gas old daughter acident die damage car driver choose stop sign hit drive mph choose ignore trafic sign drive money feed doctor routine checkup let aford outrageous payment chase,1,0
concern apeal file ofice comptroler curency want share organization file tier apeal case ne clarify situation    transfered   supler chase hold suplier acount close unknown reason case suplier important know comunication chase response tel chase eplanation help senior loke case cale tell day chase reisue cashier check pay day mean se bank acount lose original cashier check know home mortgage chase credit acount chase year m loyal customer treat know hapene hapene loyal customer chase think untouchable result closing    laying oc ned contact let know incompetence chase employe cause   close dor covid epidemic help situation hapen regard,4,2
payment   today   recipient verify payment block send service reach cashap report recipient ask fund return tell return fund ne speak refund cale chase tell refund money know cashap refundable case fraud use costumer investigate tele customer fel cashap chase responsible case want acount delete scam want money,2,4
year chase bank unauthorized unsolicited hard inquiry credit recent date try freze instant lift chase hit senior strugling social security dire negative hit credit score hurt chance procure senior rental housing necesary automobile inflated interest rate large deposit cale chase sumer stop avail powerlesne situation eacerbate   charge card year want,0,1
  try use chase branch close   deposit acount sum check atm acepte check reject return   try reject check reject time atm return isue receipt upload state eperience technical problem ask confirm deposit complete provide chase agent answer information necesary locate check question atm machine inform agent search check find credit acount check folowing morning include acount conclude check find claim request setle evening   line discover withdraw chase acount cale caled chase claim ofice folowing morning tell sum question retire apeare chase branch withdraw inform true stick version event request provide prof transaction place present prof valid state writen document signature change story claim branch cancel request check deposit require copy writen signature transaction tell untrue sense request check locate place acount folowe establish procedure establish hour window tell chase ask original request continue check find question place acount new solicitude ofere branch ofice folowing day identify adequate d proce continue deny request justification time limit investigation pase tell fault ocure respond situation son find withdraw acount tell sory deny request sugeste contact isuer check ask cancel reisue new   tell inconvenience require time nede sum pay rent end month know check question cash person,4,2
year lose son daughter month transfered financial dilema isue death family year result reposesion ocure payment delay acount important manage borow money cover late payment pay payment day ocasion month period sure fulfil obligation ensure company sufere thankful apreciative year positive credit history obtain company late mark reposesion redeme credit report cause tremendous stre try beter pay position work negative remark hurt efort godwil request come ne promotion uplift family apreciative complete fa credit bureaus remove entry,3,0
husband sell old house purchase new new house receive chase signature visa credit limit mail old mailing adre forward new house aply card cale chase cancel credit card submit knowledge credit alert aplication deny aplie old adre cale chase time tell aply card send credit bureaus request credit report prevail research sem people isue chase amazon   time frame buy new house fraud alert come acro card amazon help ruin credit,0,1
report fraud acount year entire bil chase pay ful personal charge acount zero remove credit report month reapeare credit dispute credit company tell charge responsibility try separate time cal leave mesage chase resolve mater charge pay ful tell chase liability fraudulent charge file police report identity theft atache report new complaint asociated complaint submit,1,0
morning ade husband authori ze user credit card credit score decrease ask remove authorize buyer report card information credit report ask strike information record debt card asociated s remove record afecte credit score pay bil record card remain isue score low like want remove record stil card want close acount want report help,1,0
receive cash bequest use pay large debt reason retire want reduce monthly outgoing want improve credit score purchase new car want finance pay   mortgage heloc chase pay auto loan stil auto loan interest credit card outstanding   delinquency initial complaint chase report heloc outstanding wek pay afecte credit utilization loan payof acknowledge credit score aplied auto loan new car turn flat lender tell credit utilization high complain chase credit reporting agency old datum report afecte ability borow money chase fi reporting end ne heloc use auto loan interest high adjustable rate chase ask want close acount course acount redundant warn advise damaging efect credit rating acknowledge loan pay send mail alert change credit score pay credit monitoring log dashboard find credit score drop cale discus tell act close heloc view unwile eplain ecelent year record responsible borowing time payment house fre clear value curent car liquid aset semi liquid aset investment warn potential negative outcome close heloc acount penalize pay debt borow money borow eorbitant rate interest fair legal people clear information afect credit rating apropriate decision close heloc acount know cause credit score crater sem blackmail stay debt avoid credit rating damage etortion,0,3
try contact atorney file think point sister open acount ofere pay return corespondence kep pre record mesage ne contact urgent legal mater option push speak notice smal claim court company credit card wek holiday able let judge know judgment tell pay daily interest apear court net month face warant court document acount info identification information adre credit use midle initial unle store card use photo identification,0,1
thre fraudulent transaction chase busine debit card notice charge online bank profile cale chase notify fraudulent charge cancel card isue new credit charge today   notice chase reverse   credit charge acount cale tell information receive match reference bile adre use sem transaction valid transaction receive email confirmation order purchase order ship live cale speak customer service obtain detail order reference information provide adre email adre phone number provide information file claim receive email state bank suporte documentation want documentation subpoena help,2,1
visit local branch locate wife live ask refund balance chase credit card bank branch manager cale chase credit card hour supervisor come line branch manger refund check overnighte nede money time esence late received refund check receive check day return branch branch manager cale time chase credit card check draft promise mail tracking number branch manager refund check stil arive visit branch leter chairman ceo telephone cal citizen eperience prove dificult branch oficer mater escalate high level bank cal number sure reference number cale   able eecutive speak net day eecutive ofice cale research analyst help check overnighte ned day research eecutive note mater urgent stil money ne live social security por treatment senior citizen aset aset large bank large bank world refuse wire refund jp checking saving acount local branch wash hand mater eecutive oficer refuse send refund check time repeat ne money,1,2
case number caled response chase sign way identify whomever involve solve problem lack signature sugest lack acountability lack integrity ad insult injury meantime problem solve,1,0
victim identity theft victim identity theft year open credit card acount end bank credit card acount fraudulent aplie credit card acount hold liable fraudulent acount aply belong isue opening credit card acount bank fraudulent acount s unfair hold liable fraudulent acount violation fair credit bile fair credit reporting act federal law,1,0
open acount ofering mile   spend mile year se award past cale chase claim bank promotion switch ofering unilateral switcharo sem legal epect honor initial ofering play major role open acount,1,2
open acount deposit intention wire transfer money bank curent international wire transfer fund transfer wire transfer transfer cancel online acount block cale validate info unblock acount acount acesible cale ask wire transfer agent tell transfer cancel online ace block cale time problem agent tell branch eplain covid travel open previous complaint company respond cal authenticate self fund release cale customer service ask phone number send tet verify register number corect tell number email confirmation number activate tell agent send tet information acount agent tell se believe ace acount use number option branch sn ful adre date birth validate phone number cale couple time care travel restriction tell wait time branch travel restriction etend end bank refuse return money bank block acount deposit block acount valid transaction alowe system validate identity time request verification code time stil refuse money bank unable eplain security risk response block acount atache email prof number activate,2,4
chase remove autopay month set report acount delinquent payment ask remove late payment report acount insist mark valid cause spend hour atempte fi isue credit score tremendous impact busine rely credit purchase,3,0
leter chase outline isue acount number acount number dear representative chase customer year mortgage chase past mortgage payment mortgage pay leter regard mortgage reference open mortgage chase remove reference loan auto pay loan report day sequence event consider adjust derogatory credit reporting acount send leter   verify send cal center rep receive leter leter inform send payof   send payof leter confirm yesterday chase rep phone conversation send payment notice receive contact ofice morning chase rep calculate day diem ask payof match balance calculate mention credit afecte overnighte payof credit acount   report credit bureau agency day late   payment aplye refinance primary residence derogatory reporting bring atention afecte score,3,0
bank buy bank update computer system buy mortgage payment chase bank cale report payment tell chase afect fight thing year continue report day end month chase bank change credit report time day report change day   day change report supervisor manager chase mortgage credit department refuse remove mistake fel right violate fraud credit reporting act demand remove mistake bank help chase acount number,3,0
chase credit card acount setle   pay setlement agrement ful receive ta form writen portion balance pay tais   cale chase ofere pay remain portion balance writen update acount pay ful opose setle agre tok payment update verbiage acount tel open acount status credit reporting status late payment day year payment ask agent time ofere pay portion setle writen jeopardize reporting credit asure remember ask pay portion leave acount cause isue basicaly update verbiage update acount credit lok outstanding balance role day late payment year acount remove credit profile point stay   year date cale payment update verbiage trade line work loan want credit profile clean posible atempte beter credit right wrong chase etend damage credit acount setle request acount remove credit profile acount active year pay ful maintain credit check acount ecelent history place dispute come chase agre remove cale chase dozen time past year try help department handle tell agre acount remove dispute department handle remove ongoing   year high priority dispute resolve internaly report damage ability low rate credit cost money pety internal dispute sound help apreciate,1,0
chase want inform submit complaint equifa coment section state investigation progre let gue lol quit   try stunt consumer aware lie game enter know send provide evidence send hear verifiable provide delete al crazy talk dispute debt cfpb s donald,1,0
dear cfpb real estate market crash husband lose job use reserve mortgage credit card payment month new job cover credit card payment default credit card mortgage payment use chase wamu card pay chase mortgage default credit card   chase sell credit card debt file lawsuit judgment money bank acount time leave money pay modification mortgage utility bil grocery cause tremendous pain sufering apear chase agrement cfpb state atorney general chase sell acount colection come agrement cfpb atorney general colector continue drain acount acount mortgage payment devastate help,1,0
thre month year try open credit card bank card cal chase remove stil report help date,1,0
lease past vehicle lease problem send advertisement   tele trade lease early lease dealership run credit chase report time deny signer cale chase payment single month month skip month payment hospital month person payment etra balance carie net month month try catch month end smal month result chase day late think unfair vehicle major acident day total understand owe smal balance previous month try catch think report day significant payment lease like able lease vehicle   try dispute credit bureaus choice deny dispute cale chase sugeste contact ftc atache eample version past,3,0
receive loan pandemic afecte busine incapable   health isue age pandemic drive risky aplied receive loan acepte wek receive bank freeze personal acount couple wek withdraw mymoney close acount operator talk receive money documentation busine   document busine acept avery specific set document document require ta document aren list chase provide writen list aceptable document ask diferent people chase refuse provide list print bank email wile read impatient ask slow let write requirement know complete list neverthele operator read list clear document require document require order operate busine require busine bank acount require ein busine license require leter state date require mete minute date require leter cpa atorney date permit operate   documentation freeze acount demand provide document chase freze acount congre   qualified receive fund law clear independent contractor qualify ve worker ve drive leter ateste fact bank acept documentation ta document chase acept documentation leter atorney eamine documentationand confirm legitimate acept documentation copy contract sba qualify loan acept documentation documentation prove legitimate legaly qualify receive loan include atachment filename number folow include pdf smal busine owner guide care act state page independent contractor eligible receive loan include pdf define document state individual   payer right control direct result work describe relationship corporation busine relationship include copy page smal busine concern eligible receive emergency loan cite smal busine act definition term include pdf smal busine act define smal busine concern word include copy loan agrement sign sba qualify receive loan include leter confirm   relationship include leter ateste include documentation rental agrement confirm begin drive include month contract month    total provide request include pay statement wek month betwen   include ta document schedule year chance acept include ein receive   include statement receive continued payment gig corporation include leter chase send regard mater mountain suporte documentation prof qualify loan chase legal authority limit documentation document require thing loan money withdraw fund deposit separate bank chase ask fund freeze personal money legal congre qualified loan person hapene discusion detail people problem sure thousand people country problem hand people report able fund unfrozen ta document leter cpa atorney chase win acept fel chase single operator speak receive money sem aparent chase act discriminatory fashion gig worker independent contractor general documentation chase require establish sba government agency fact mention operator talk discrimination claim send documentation file claim receive epect chase act ilegal fashion ne resolve ned cashier check ne leter provide creditor apartment ofice delinquency bank ne document promise discrimination claim,2,3
chase acount debit company type busine cale   refuse credit acount send copy police report refuse help,2,0
victim long time identify theft fraud money steal chase bank acount year leave penilesd try dispute fraud bil include chapter   chapter folowe report money pay etra payment car receive reposese car late payment break enter home monie steal valuable property damage terible insurance company loke find way deny claim fraud victim mortgage dolar grad alowe mortgage company deny foreclosure mortgage increase wrong ned help sel home phone change new cel phone computer break printer electricity home help lose work police report afidavit thought hear e romate rid house unaware know break enter destroy property   petrify time investigate bank chase tok year loan double want able kep home investigate modify loan fair harsh manageable romate double mortgage thank hospitalization ne year mortgage lower help apreciate,2,3
